slug,Title,Category (Main),Subcategory
weighted-average-calculator,Weighted Average Calculator,Math & Conversions,Core Math & Algebra
quartile-calculator,Quartile Calculator,Lifestyle & Everyday,Miscellaneous
box-and-whisker-plot,Box and Whisker Plot Generator,Lifestyle & Everyday,Miscellaneous
stem-and-leaf-plot,Stem and Leaf Plot Generator,Lifestyle & Everyday,Miscellaneous
frequency-distribution-calculator,Frequency Distribution Calculator,Lifestyle & Everyday,Miscellaneous
octal-calculator,Octal Calculator,Lifestyle & Everyday,Miscellaneous
base-converter,Base Converter (Any Base),Math & Conversions,Measurement Unit Conversions
complex-number-calculator,Complex Number Calculator,Lifestyle & Everyday,Miscellaneous
quaternion-calculator,Quaternion Calculator,Lifestyle & Everyday,Miscellaneous
continued-fraction-calculator,Continued Fraction Calculator,Lifestyle & Everyday,Miscellaneous
taylor-series-calculator,Taylor Series Expansion Calculator,Lifestyle & Everyday,Miscellaneous
maclaurin-series-calculator,Maclaurin Series Expansion Calculator,Lifestyle & Everyday,Miscellaneous
fourier-series-calculator,Fourier Series Calculator,Lifestyle & Everyday,Miscellaneous
laplace-transform-calculator,Laplace Transform Calculator,Lifestyle & Everyday,Miscellaneous
inverse-laplace-transform,Inverse Laplace Transform Calculator,Lifestyle & Everyday,Miscellaneous
matrix-rank-calculator,Matrix Rank Calculator,Lifestyle & Everyday,Miscellaneous
eigenvalue-eigenvector-calculator,Eigenvalue and Eigenvector Calculator,Lifestyle & Everyday,Miscellaneous
gram-schmidt-calculator,Gram-Schmidt Orthonormalization Calculator,Math & Conversions,Measurement Unit Conversions
qr-decomposition-calculator,QR Decomposition Calculator,Lifestyle & Everyday,Miscellaneous
svd-calculator,Singular Value Decomposition (SVD) Calculator,Lifestyle & Everyday,Miscellaneous
hyperbolic-functions-calculator,"Hyperbolic Functions Calculator (sinh, cosh, tanh)",Lifestyle & Everyday,Miscellaneous
inverse-hyperbolic-functions,Inverse Hyperbolic Functions Calculator,Lifestyle & Everyday,Miscellaneous
spherical-to-cartesian,Spherical to Cartesian Coordinate Converter,Math & Conversions,Measurement Unit Conversions
cartesian-to-spherical,Cartesian to Spherical Coordinate Converter,Math & Conversions,Measurement Unit Conversions
cylindrical-to-cartesian,Cylindrical to Cartesian Coordinate Converter,Math & Conversions,Measurement Unit Conversions
cartesian-to-cylindrical,Cartesian to Cylindrical Coordinate Converter,Math & Conversions,Measurement Unit Conversions
eulers-totient-function,Euler's Totient Function Calculator,Lifestyle & Everyday,Miscellaneous
chinese-remainder-theorem,Chinese Remainder Theorem Calculator,Lifestyle & Everyday,Miscellaneous
extended-euclidean-algorithm,Extended Euclidean Algorithm Calculator,Lifestyle & Everyday,Miscellaneous
prime-factorization-calculator,Prime Factorization Calculator,Math & Conversions,Core Math & Algebra
truth-table-generator,Truth Table Generator,Lifestyle & Everyday,Miscellaneous
boolean-algebra-calculator,Boolean Algebra Simplifier,Lifestyle & Everyday,Miscellaneous
k-map-solver,Karnaugh Map (K-Map) Solver,Lifestyle & Everyday,Miscellaneous
set-operations-calculator,Set Operations Calculator,Lifestyle & Everyday,Miscellaneous
venn-diagram-generator,Venn Diagram Generator,Lifestyle & Everyday,Miscellaneous
smith-chart-calculator,Smith Chart Calculator,Lifestyle & Everyday,Miscellaneous
transmission-line-calculator,Transmission Line Calculator,Lifestyle & Everyday,Miscellaneous
antenna-design-calculator,Antenna Design Calculator,Lifestyle & Everyday,Miscellaneous
filter-design-calculator,"Filter Design Calculator (Butterworth, Chebyshev)",Lifestyle & Everyday,Miscellaneous
power-supply-design-calculator,Power Supply Design Calculator,Math & Conversions,Core Math & Algebra
plate-bending-calculator,Plate Bending Calculator (FEA),Lifestyle & Everyday,Miscellaneous
buckling-load-calculator,Buckling Load Calculator (Euler),Lifestyle & Everyday,Miscellaneous
crack-width-calculator,Concrete Crack Width Calculator (Eurocode 2),Construction & DIY,Materials Estimation
bridge-load-rating-calculator,Bridge Load Rating Calculator,Lifestyle & Everyday,Miscellaneous
dam-stability-calculator,Dam Stability Calculator,Lifestyle & Everyday,Miscellaneous
bearing-life-calculator,Ball Bearing Life Calculator,Lifestyle & Everyday,Miscellaneous
welded-connection-calculator,Welded Connection Design Calculator,Lifestyle & Everyday,Miscellaneous
shaft-design-calculator,Shaft Design Calculator,Lifestyle & Everyday,Miscellaneous
pipe-sizing-calculator,Pipe Sizing Calculator (for Water),Lifestyle & Everyday,Miscellaneous
pump-sizing-calculator,Pump Sizing Calculator,Lifestyle & Everyday,Miscellaneous
fugacity-calculator,Fugacity Coefficient Calculator,Lifestyle & Everyday,Miscellaneous
vle-calculator,Vapor-Liquid Equilibrium (VLE) Calculator,Lifestyle & Everyday,Miscellaneous
adsorption-isotherm-calculator,"Adsorption Isotherm Calculator (Langmuir, Freundlich)",Lifestyle & Everyday,Miscellaneous
bioreactor-design-calculator,Bioreactor Design Calculator,Lifestyle & Everyday,Miscellaneous
crystallizer-design-calculator,Crystallizer Design Calculator,Lifestyle & Everyday,Miscellaneous
aircraft-performance-calculator,Aircraft Performance Calculator,Lifestyle & Everyday,Miscellaneous
spacecraft-trajectory-planner,Spacecraft Trajectory Planner,Lifestyle & Everyday,Miscellaneous
link-budget-calculator,Satellite Link Budget Calculator,Lifestyle & Everyday,Miscellaneous
hypersonic-flow-calculator,Hypersonic Flow Calculator,Lifestyle & Everyday,Miscellaneous
rocket-engine-performance,Rocket Engine Performance Calculator,Lifestyle & Everyday,Miscellaneous
guesstimate-calculator,Guesstimate Calculator,Lifestyle & Everyday,Miscellaneous
monte-carlo-simulation,Monte Carlo Simulation Calculator,Lifestyle & Everyday,Miscellaneous
decision-tree-calculator,Decision Tree Analysis Calculator,Lifestyle & Everyday,Miscellaneous
markov-chain-simulator,Markov Chain Simulator,Lifestyle & Everyday,Miscellaneous
genetic-algorithm-calculator,Genetic Algorithm Solver,Lifestyle & Everyday,Miscellaneous
dna-to-protein-translator,DNA to Protein Translator,Health & Fitness,Diet & Nutrition
restriction-enzyme-digest,Restriction Enzyme Digest Calculator,Lifestyle & Everyday,Miscellaneous
primer-tm-calculator,Primer Design Calculator (Tm),Lifestyle & Everyday,Miscellaneous
serial-dilution-calculator,Serial Dilution Calculator,Lifestyle & Everyday,Miscellaneous
t-test-calculator,"T-Test Calculator (One-Sample, Two-Sample, Paired)",Lifestyle & Everyday,Miscellaneous
mohs-hardness-scale,Mohs Hardness Scale Converter,Math & Conversions,Measurement Unit Conversions
soil-texture-triangle,Soil Texture Triangle Calculator,Math & Conversions,Geometry
wind-chill-calculator,Wind Chill Calculator,Lifestyle & Everyday,Miscellaneous
heat-index-calculator,Heat Index Calculator,Lifestyle & Everyday,Miscellaneous
koppen-climate-calculator,Köppen Climate Classification Calculator,Lifestyle & Everyday,Miscellaneous
linear-programming-calculator,Linear Programming Solver,Lifestyle & Everyday,Miscellaneous
game-theory-calculator,Game Theory (2x2 Matrix) Solver,Lifestyle & Everyday,Miscellaneous
ahp-calculator,Multi-Criteria Decision Analysis (AHP) Calculator,Lifestyle & Everyday,Miscellaneous
forecasting-calculator,"Forecasting Calculator (Moving Average, Exponential Smoothing)",Math & Conversions,Core Math & Algebra
newsvendor-model-calculator,Inventory Control (Newsvendor) Model Calculator,Lifestyle & Everyday,Miscellaneous
concrete-admixture-calculator,Concrete Admixture Dosage Calculator,Construction & DIY,Materials Estimation
proctor-test-calculator,Soil Compaction (Proctor) Test Calculator,Construction & DIY,Materials Estimation
marshall-mix-design,Asphalt Mix Design (Marshall) Calculator,Construction & DIY,Materials Estimation
construction-delay-analysis,Construction Delay Analysis Calculator,Lifestyle & Everyday,Miscellaneous
building-energy-performance-calculator,Building Energy Performance Calculator,Lifestyle & Everyday,Miscellaneous
population-pyramid-generator,Population Pyramid Generator,Math & Conversions,Geometry
life-table-calculator,Life Table Calculator,Lifestyle & Everyday,Miscellaneous
carbon-dating-calculator,Carbon Dating Calculator,Lifestyle & Everyday,Miscellaneous
plate-tectonics-calculator,Plate Tectonics Velocity Calculator,Lifestyle & Everyday,Miscellaneous
stellar-evolution-calculator,Stellar Evolution Calculator,Lifestyle & Everyday,Miscellaneous
braille-translator,Braille Translator,Lifestyle & Everyday,Miscellaneous
semaphore-translator,Semaphore Flag Translator,Lifestyle & Everyday,Miscellaneous
pig-latin-translator,Pig Latin Translator,Lifestyle & Everyday,Miscellaneous
anagram-solver,Anagram Solver,Lifestyle & Everyday,Miscellaneous
crossword-solver,Crossword Solver,Lifestyle & Everyday,Miscellaneous
sudoku-solver,Sudoku Solver,Lifestyle & Everyday,Miscellaneous
wordle-solver,Wordle Solver,Lifestyle & Everyday,Miscellaneous
mastermind-solver,Mastermind Code Breaker,Lifestyle & Everyday,Miscellaneous
rock-paper-scissors-simulator,Rock Paper Scissors Simulator,Lifestyle & Everyday,Miscellaneous
dice-roll-probability,Dice Roll Probability Calculator,Math & Conversions,Core Math & Algebra
poker-odds-calculator,Poker Odds Calculator,Lifestyle & Everyday,Miscellaneous
blackjack-strategy-calculator,Blackjack Strategy Calculator,Lifestyle & Everyday,Miscellaneous
roulette-odds-calculator,Roulette Odds Calculator,Lifestyle & Everyday,Miscellaneous
slot-machine-payout,Slot Machine Payout Calculator,Lifestyle & Everyday,Miscellaneous
biorhythm-calculator,Biorhythm Calculator,Lifestyle & Everyday,Miscellaneous
chinese-zodiac-calculator,Chinese Zodiac Calculator,Lifestyle & Everyday,Miscellaneous
mayan-calendar-converter,Mayan Calendar Converter,Math & Conversions,Measurement Unit Conversions
dream-interpretation-calculator,Dream Interpretation Calculator,Lifestyle & Everyday,Miscellaneous
spirit-animal-calculator,Spirit Animal Calculator,Lifestyle & Everyday,Miscellaneous
patronus-calculator,What's My Patronus? Calculator,Lifestyle & Everyday,Miscellaneous
dnd-name-generator,D&D Character Name Generator,Lifestyle & Everyday,Miscellaneous
fantasy-name-generator,Fantasy Name Generator,Lifestyle & Everyday,Miscellaneous
home,Home ,Lifestyle & Everyday,Miscellaneous
finance,Finance,Lifestyle & Everyday,Miscellaneous
construction,Construction,Lifestyle & Everyday,Miscellaneous
conversions,Conversions,Lifestyle & Everyday,Miscellaneous
engineering,Engineering,Lifestyle & Everyday,Miscellaneous
everyday-life,Everyday Life,Lifestyle & Everyday,Miscellaneous
business,Business,Lifestyle & Everyday,Miscellaneous
health-and-fitness,Health and Fitness,Lifestyle & Everyday,Miscellaneous
math,Math,Lifestyle & Everyday,Miscellaneous
science,Science,Lifestyle & Everyday,Miscellaneous
taxation,Taxation,Lifestyle & Everyday,Miscellaneous
about,About Us,Lifestyle & Everyday,Miscellaneous
contact,Contact,Lifestyle & Everyday,Miscellaneous
privacy,Privacy Policy,Lifestyle & Everyday,Miscellaneous
terms,Terms of Service,Lifestyle & Everyday,Miscellaneous
author,Author,Lifestyle & Everyday,Miscellaneous
rounding-calculator.html,rounding calculator,Lifestyle & Everyday,Miscellaneous
scientific-notation-converter.html,scientific notation converter,Math & Conversions,Measurement Unit Conversions
percent-error-calculator.html,percent error calculator,Math & Conversions,Core Math & Algebra
decimal-places-calculator.html,decimal places calculator ,Lifestyle & Everyday,Miscellaneous
truncate-rounding-calculator.html,truncate rounding calculator,Lifestyle & Everyday,Miscellaneous
workout calculator,workout-calcuator,Health & Fitness,
mortgage affordability calculator,mortgage-affordability-calculator,Finance,Mortgage & Real Estate
Mortgage affordability methodology-guide,Mortgage-affordability-methodology-guide,Finance,Mortgage & Real Estate
blog,,,
faq,,,
sip-calculator,Sistematic investment plan Calculator,Finance,Investment
investment-returns,investment returns,Finance,Investment
lumpsum-calculator,lumpsum calculator,Finance,Investment
goal-sip,Goal SIP Planner,Finance,Investment
decimal-to-fraction,Decimal to fraction calculator,Math,Basic Arithmetic 
proportion,proportion,Math,Basic Arithmetic 
interest-only,interest-only,Finance,Investment
apr-to-apy,apr-to-apy,Finance,Investment
loan-payment,loan-payment,Finance,Investment
investment-returns,investment-returns,Finance,Investment
